"강력범죄",강제추행,친족관계에의한강제추행,300,286,95.3,303,299,4,-,-
"강력범죄",강제추행,장애인에대한강제추행·추행,321,305,95.0,335,320,14,1,-
"강력범죄",강제추행,청소년에대한강제추행·추행,841,814,96.8,869,837,28,4,-
"강력범죄",강제추행,미성년자추행(심신미약자),8,8,100.0,8,7,1,-,-
"강력범죄",강제추행,미성년자의제강제추행,39,35,89.7,38,37,1,-,-
"강력범죄",강제추행,13세미만미성년자강제추행·추행,677,631,93.2,652,623,17,12,-
"강력범죄",강제추행,공중밀집장소에서의추행,816,641,78.6,648,638,4,6,-
"강력범죄",강제추행,특수강제추행(준),36,35,97.2,69,67,2,-,-
"강력범죄",강제추행,주거침입강제추행,145,141,97.2,145,145,-,-,-
"강력범죄",강제추행,절도강제추행,2,2,100.0,2,2,-,-,-
"강력범죄",강제추행,특수강도강제추행,2,2,100.0,1,1,-,-,-
"강력범죄",강제추행,아동학대처벌법위반(상습강제추행·추행),-,-,-,-,-,-,-,-
"강력범죄",강제추행,16세미만아동·청소년추행,21,21,100.0,21,21,-,-,-
"강력범죄",기타 강간·강제추행 등,소계,238,238,100.0,276,268,5,3,-
"강력범죄",기타 강간·강제추행 등,강간등상해·치상,104,103,99.0,119,114,2,3,-
"강력범죄",기타 강간·강제추행 등,강간등살인·치사,3,3,100.0,3,3,-,-,-
"강력범죄",기타 강간·강제추행 등,친족관계에의한강간등,-,-,-,-,-,-,-,-
"강력범죄",기타 강간·강제추행 등,장애인에대한준강간등,1,1,100.0,2,2,-,-,-
"강력범죄",기타 강간·강제추행 등,청소년에대한강간등,77,77,100.0,91,90,1,-,-
"강력범죄",기타 강간·강제추행 등,13세미만미성년자강간등,15,15,100.0,17,17,-,-,-
"강력범죄",기타 강간·강제추행 등,주거침입강간등,27,28,103.7,32,30,2,-,-
"강력범죄",기타 강간·강제추행 등,절도강간등,1,1,100.0,1,1,-,-,-
"강력범죄",기타 강간·강제추행 등,특수강도강간등,9,9,100.0,9,9,-,-,-
"강력범죄",기타 강간·강제추행 등,성폭력범죄의처벌및피해자보호등에관한법률위반,1,1,100.0,2,2,-,-,-
"강력범죄",방화,소계,1046,949,90.7,953,783,169,1,-
"강력범죄",방화,방화,-,-,-,-,-,-,-,-
"강력범죄",방화,현주·공용건조물등방화,599,570,95.2,580,464,116,-,-
"강력범죄",방화,현주건조물등방화치상,14,13,92.9,11,8,3,-,-
"강력범죄",방화,현주건조물등방화치사,7,6,85.7,5,4,1,-,-
"강력범죄",방화,일반건조물등방화,296,238,80.4,232,202,30,-,-
"강력범죄",방화,자기소유건조물등방화,24,21,87.5,22,19,3,-,-
"강력범죄",방화,방화연소,15,12,80.0,15,12,3,-,-
"강력범죄",방화,진화방해,-,-,-,-,-,-,-,-
"강력범죄",방화,폭발성물건파열(치사·상),7,6,85.7,6,5,1,-,-
"강력범죄",방화,폭발성물건파열(과실),28,28,100.0,37,30,7,-,-
"강력범죄",방화,가스등방출(치사·상),14,14,100.0,13,11,1,1,-
"강력범죄",방화,가스등방출(과실),1,1,100.0,1,1,-,-,-
"강력범죄",방화,가스등공급사용방해(치사·상),4,3,75.0,3,3,-,-,-
"강력범죄",방화,가스등공급사용방해(과실),2,2,100.0,3,3,-,-,-
"강력범죄",방화,자동차방화,35,35,100.0,25,21,4,-,-
"절도범죄",소계,소계,166409,104013,62.5,87562,62135,24678,749,5
"절도범죄",절도,소계,148196,87672,59.2,69676,47331,21740,605,3
"절도범죄",절도(상습),소계,785,773,98.5,270,218,52,-,-
"절도범죄",특수절도,소계,9142,8153,89.2,13363,10635,2592,136,2
"절도범죄",특수절도(상습),소계,23,23,100.0,16,14,2,-,-
"절도범죄",야간주거침입절도,소계,5153,4509,87.5,2342,2155,180,7,-
"절도범죄",야간주거침입절도(상습),소계,109,109,100.0,22,21,1,-,-
"절도범죄",불법사용,소계,802,610,76.1,887,818,68,1,-
"절도범죄",불법사용(상습),소계,1,1,100.0,1,1,-,-,-
"절도범죄",특가법(절도),소계,2198,2163,98.4,985,942,43,-,-
"절도범죄",특가법(단체등의조직),소계,-,-,-,-,-,-,-,-
"폭력범죄",소계,소계,232661,200808,86.3,269443,217260,48866,3317,13
"폭력범죄",상해,소계,28453,27657,97.2,36006,29918,5979,109,-
"폭력범죄",상해,상해,27826,27064,97.3,35337,29379,5849,109,-
"폭력범죄",상해,상해(중),43,38,88.4,44,40,4,-,-
"폭력범죄",상해,상해(상습),17,16,94.1,22,17,5,-,-
"폭력범죄",상해,상해(상습중),-,-,-,-,-,-,-,-
"폭력범죄",상해,상해치사,35,33,94.3,38,35,3,-,-
"폭력범죄",상해,존속상해,341,335,98.2,371,292,79,-,-
"폭력범죄",상해,존속상해(중),1,1,100.0,1,1,-,-,-
"폭력범죄",상해,존속상해(상습),2,2,100.0,2,2,-,-,-
"폭력범죄",상해,존속상해(상습중),-,-,-,-,-,-,-,-
"폭력범죄",상해,존속상해치사,3,3,100.0,3,3,-,-,-
"폭력범죄",상해,특가법(보복상해등),34,34,100.0,44,31,13,-,-
"폭력범죄",상해,아동학대처벌법위반(상습상해),1,1,100.0,1,1,-,-,-
"폭력범죄",상해,특수상해,62,43,69.4,52,43,9,-,-
"폭력범죄",상해,특수상해(중),5,5,100.0,4,4,-,-,-
"폭력범죄",상해,특수상해(상습),6,6,100.0,6,4,2,-,-
"폭력범죄",상해,존속상해(특수·특수중),77,76,98.7,81,66,15,-,-
"폭력범죄",폭행,소계,115942,110292,95.1,146962,117598,28737,627,-
"폭력범죄",폭행,폭행,100137,94934,94.8,128450,102185,25702,563,-
"폭력범죄",폭행,폭행(상습),89,87,97.8,73,66,7,-,-
"폭력범죄",폭행,폭행치상,1457,1433,98.4,1860,1502,350,8,-
"폭력범죄",폭행,폭행치사,35,35,100.0,52,42,10,-,-
"폭력범죄",폭행,특수폭행,7542,7251,96.1,9180,7483,1644,53,-
"폭력범죄",폭행,특수폭행(상습),4,1,25.0,2,2,-,-,-
"폭력범죄",폭행,특수폭행치상,91,88,96.7,135,120,15,-,-
"폭력범죄",폭행,특수폭행치사,3,3,100.0,9,7,2,-,-
"폭력범죄",폭행,존속폭행,2026,1988,98.1,2409,1803,606,-,-
"폭력범죄",폭행,존속폭행(특수),87,88,101.1,94,71,23,-,-
"폭력범죄",폭행,존속폭행(상습),10,10,100.0,9,7,2,-,-
"폭력범죄",폭행,존속폭행치상,29,29,100.0,33,25,8,-,-
"폭력범죄",폭행,존속폭행치사,3,3,100.0,3,3,-,-,-
"폭력범죄",폭행,특가법(운전자폭행등),4259,4179,98.1,4464,4131,330,3,-
"폭력범죄",폭행,특가법(보복폭행등),85,83,97.6,79,68,11,-,-
"폭력범죄",폭행,특가법(보복범죄등),81,76,93.8,106,82,24,-,-
"폭력범죄",폭행,아동학대처벌법위반(상습폭행),4,4,100.0,4,1,3,-,-
"폭력범죄",체포·감금,소계,1165,1083,93.0,1571,1249,287,35,2
"폭력범죄",체포·감금,체포·감금,896,819,91.4,1065,860,179,26,1
"폭력범죄",체포·감금,체포·감금(중),28,28,100.0,40,36,4,-,-
"폭력범죄",체포·감금,체포·감금(특수·특수중),81,79,97.5,184,141,36,7,-
"폭력범죄",체포·감금,체포·감금(상습·상습중),2,2,100.0,1,1,-,-,-
"폭력범죄",체포·감금,체포·감금치사상(중·특수·상습),133,129,97.0,242,189,51,2,1
"폭력범죄",체포·감금,존속체포·감금,21,22,104.8,34,20,14,-,-
"폭력범죄",체포·감금,존속체포·감금(중),1,1,100.0,1,-,1,-,-
"폭력범죄",체포·감금,존속체포·감금(특수·특수중),1,1,100.0,3,1,2,-,-
"폭력범죄",체포·감금,존속체포·감금(상습·상습중),-,-,-,-,-,-,-,-
"폭력범죄",체포·감금,존속체포·감금치사상(중·특수·상습),-,-,-,-,-,-,-,-
"폭력범죄",체포·감금,특가법(보복체포·감금등),2,2,100.0,1,1,-,-,-
"폭력범죄",체포·감금,아동학대처벌법위반(상습체포·감금),-,-,-,-,-,-,-,-
"폭력범죄",협박,소계,21058,19727,93.7,22482,19188,2992,302,1
"폭력범죄",협박,협박,9306,8210,88.2,9656,7938,1434,284,1
"폭력범죄",협박,협박(특수),11093,10881,98.1,12162,10661,1484,17,-
"폭력범죄",협박,협박(상습),14,13,92.9,17,12,5,-,-
"폭력범죄",협박,협박(상습특수),2,2,100.0,2,2,-,-,-
"폭력범죄",협박,존속협박,235,222,94.5,226,196,30,-,-
"폭력범죄",협박,존속협박(특수),186,182,97.8,197,169,28,-,-
"폭력범죄",협박,존속협박(상습),1,1,100.0,1,1,-,-,-
"폭력범죄",협박,존속협박(상습특수),-,-,-,-,-,-,-,-
"폭력범죄",협박,특가법(운전자협박),-,-,-,-,-,-,-,-
"폭력범죄",협박,특가법(보복협박등),221,216,97.7,221,209,11,1,-
"폭력범죄",협박,아동학대처벌법위반(상습협박),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,소계,240,220,91.7,322,227,93,2,-
"폭력범죄",약취·유인,약취·유인(미성년자),192,174,90.6,229,152,75,2,-
"폭력범죄",약취·유인,약취·유인(추행·간음·결혼·영리),39,38,97.4,49,42,7,-,-
"폭력범죄",약취·유인,약취·유인(노동력착취·성매매·성적착취·장기적출),6,6,100.0,41,32,9,-,-
"폭력범죄",약취·유인,인신매매,-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,인신매매(추행·간음·결혼·영리),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,인신매매등(노동력착취·성매매·성적착취·장기적출),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,국외이송약취·유인·인신매매,-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,피약취자·피유인자·피매매자(상해·치상),2,1,50.0,2,1,1,-,-
"폭력범죄",약취·유인,피약취자·피유인자·피매매자(살해·치사),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,피약취자·피유인자·피매매자(수수·은닉),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,특가법(약취·유인등),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,특가법(13세미만약취·유인등),1,1,100.0,1,-,1,-,-
"폭력범죄",약취·유인,아동복지법위반(아동매매),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,아동학대처벌법위반(상습국외이송),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,아동학대처벌법위반(상습약취·유인·인신매매),-,-,-,-,-,-,-,-
"폭력범죄",약취·유인,아동학대처벌법위반(상습피약취자·피매매자·피유인자),-,-,-,-,-,-,-,-
"폭력범죄",폭력행위등,소계,6484,6155,94.9,21074,16218,4509,347,1
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(상습),59,57,96.6,88,83,5,-,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(공동),6178,5878,95.1,20145,15346,4462,337,1
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(집단흉기등),58,52,89.7,166,140,23,3,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(상습집단흉기등),3,2,66.7,23,18,5,-,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(야간·공동),-,-,-,-,-,-,-,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(야간집단흉기등),-,-,-,-,-,-,-,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(단체등의구성·활동),70,67,95.7,431,429,-,2,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(단체등의[상습·공동·상습특수]),55,39,70.9,158,142,11,5,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(단체등의이용·지원),-,-,-,-,-,-,-,-
"폭력범죄",폭력행위등,폭력행위등처벌에관한법률위반(우범자),61,60,98.4,63,60,3,-,-
"폭력범죄",공갈,소계,5131,2362,46.0,4445,2456,480,1509,-
"폭력범죄",공갈,공갈,5011,2246,44.8,4160,2219,444,1497,-
"폭력범죄",공갈,공갈(상습),26,27,103.8,39,29,4,6,-
"폭력범죄",공갈,특경법(공갈),9,10,111.1,44,34,10,-,-
"폭력범죄",공갈,아동학대처벌법위반(상습공갈),-,-,-,-,-,-,-,-
"폭력범죄",공갈,특수공갈,85,79,92.9,202,174,22,6,-
"폭력범죄",손괴,소계,54188,33312,61.5,36581,30406,5789,386,9
"폭력범죄",손괴,손괴의죄,54188,33312,61.5,36581,30406,5789,386,9
"폭력범죄",손괴,아동학대처벌법위반(상습손괴),-,-,-,-,-,-,-,-
"지능범죄",소계,소계,361107,215471,59.7,283997,177437,53190,53370,471
"지능범죄",직무유기,소계,957,346,36.2,1149,649,161,339,8
"지능범죄",직무유기,직무유기·수행거부,953,345,36.2,1143,645,161,337,8
"지능범죄",직무유기,특가법(직무유기),4,1,25.0,6,4,-,2,-
"지능범죄",직무유기,폭력행위등처벌에관한법률위반(직무유기),-,-,-,-,-,-,-,-
"지능범죄",직권남용,소계,875,346,39.5,1872,741,118,1013,2
"지능범죄",직권남용,직권남용(권리행사방해·체포·감금),625,226,36.2,1507,512,99,896,2
"지능범죄",직권남용,독직폭행·가혹행위,170,66,38.8,229,134,6,89,-
"지능범죄",직권남용,피의사실공표,9,1,11.1,7,1,-,6,-
"지능범죄",직권남용,공무상비밀누설,54,37,68.5,69,49,9,11,-
"지능범죄",직권남용,선거방해,1,1,100.0,1,1,-,-,-
"지능범죄",직권남용,특가법(체포·감금독직폭행·가혹행위),16,15,93.8,59,44,4,11,-
"지능범죄",증수뢰,소계,402,361,89.8,681,548,104,29,5
"지능범죄",증수뢰,뇌물수수등,234,222,94.9,182,155,18,9,-
"지능범죄",증수뢰,뇌물공여등,29,22,75.9,169,142,18,9,-
"지능범죄",증수뢰,특가법(뇌물),18,16,88.9,45,42,3,-,-
"지능범죄",증수뢰,특가법(알선수재),9,9,100.0,21,19,2,-,-
"지능범죄",증수뢰,부패방지법,8,4,50.0,6,6,-,-,-
"지능범죄",증수뢰,부정청탁금지법,104,88,84.6,258,184,63,11,5
"지능범죄",통화,소계,376,39,10.4,233,55,4,174,-
"지능범죄",통화,통화위조·변조,258,22,8.5,146,31,1,114,-
"지능범죄",통화,특가법(통화위조),-,-,-,-,-,-,-,-
"지능범죄",통화,기타통화에관한죄,118,17,14.4,87,24,3,60,-
"지능범죄",문서·인장,소계,10472,7771,74.2,13040,8690,3191,1159,48
"지능범죄",문서·인장,공문서위조·변조,1542,1169,75.8,2334,1495,592,247,10
"지능범죄",문서·인장,공전자기록등위작·변작,78,40,51.3,123,73,39,11,1
"지능범죄",문서·인장,사문서위조·변조,6914,5625,81.4,8995,6270,2343,382,35
"지능범죄",문서·인장,사전자기록등위작·변작,1345,477,35.5,1092,480,148,464,2
"지능범죄",문서·인장,공인등의위조·부정사용및행사,442,328,74.2,288,226,10,52,-
"지능범죄",문서·인장,사인등의위조·부정사용및행사,151,132,87.4,208,146,59,3,-
"지능범죄",유가증권인지,소계,63,39,61.9,82,59,11,12,-
"지능범죄",유가증권인지,유가증권위조·변조,63,39,61.9,82,59,11,12,-
"지능범죄",유가증권인지,우표(인지)등위조·변조,-,-,-,-,-,-,-,-
"지능범죄",사기,소계,294075,180418,61.4,231204,140397,40778,50029,325
"지능범죄",사기,사기,269825,170980,63.4,203661,125221,35358,43082,277
"지능범죄",사기,사기(상습),456,429,94.1,264,221,39,4,-
"지능범죄",사기,준사기,145,120,82.8,224,166,50,8,-
"지능범죄",사기,준사기(상습),-,-,-,-,-,-,-,-
"지능범죄",사기,컴퓨터등사용사기,16652,2920,17.5,10054,2600,722,6732,4
"지능범죄",사기,편의시설부정이용,1255,857,68.3,1246,992,184,70,11
"지능범죄",사기,부당이득,31,23,74.2,46,28,11,7,-
"지능범죄",사기,부당이득(상습),-,-,-,-,-,-,-,-
"지능범죄",사기,특경법(사기),2073,1717,82.8,4210,3276,816,118,30
"지능범죄",사기,보험사기방지특별법위반,3638,3372,92.7,11499,7893,3598,8,3
"지능범죄",횡령,소계,50421,23124,45.9,29808,21670,7681,457,44
"지능범죄",횡령,횡령,8711,6410,73.6,9606,7174,2311,121,14
"지능범죄",횡령,업무상횡령,4705,4081,86.7,6687,5175,1424,88,22
"지능범죄",횡령,점유이탈물등횡령,36419,12119,33.3,12394,8483,3678,233,-
"지능범죄",횡령,특경법(횡령),586,514,87.7,1121,838,268,15,8
"지능범죄",배임,소계,3466,3027,87.3,5928,4628,1142,158,39
"지능범죄",배임,배임,699,601,86.0,1017,666,340,11,4
"지능범죄",배임,업무상배임,1896,1642,86.6,3428,2700,614,114,22
"지능범죄",배임,배임수재,243,234,96.3,190,169,19,2,-
"지능범죄",배임,배임증재,129,126,97.7,110,97,13,-,1
"지능범죄",배임,특경법(배임),459,386,84.1,1117,936,151,30,12
"지능범죄",배임,특경법(수재등),14,13,92.9,28,25,2,1,-
"지능범죄",배임,특경법(증재등),2,2,100.0,4,4,-,-,-
"지능범죄",배임,특경법(알선수재),24,23,95.8,34,31,3,-,-
"풍속범죄",소계,소계,23360,20139,86.2,30919,26784,2777,1358,10
"풍속범죄",성풍속범죄,소계,16969,13988,82.4,15913,13953,764,1196,9
"풍속범죄",성풍속범죄,간통,-,-,-,-,-,-,-,-
"풍속범죄",성풍속범죄,혼인빙자간음,-,-,-,-,-,-,-,-
"풍속범죄",성풍속범죄,혼인빙자간음(위계간음),-,-,-,-,-,-,-,-
"풍속범죄",성풍속범죄,공연음란,2518,2034,80.8,2069,1988,37,44,-
"풍속범죄",성풍속범죄,음행매개,7,6,85.7,9,5,4,-,-
"풍속범죄",성풍속범죄,음화등반포(판매임대전시제조),10,6,60.0,10,9,-,1,-
"풍속범죄",성풍속범죄,정보통신망이용촉진및정보보호등에관한법률(음란물유포),793,501,63.2,763,513,57,193,7
"풍속범죄",성풍속범죄,성폭력범죄의처벌등에관한특례법(카메라등이용촬영반포등),5541,4916,88.7,5051,4607,261,183,-
"풍속범죄",성풍속범죄,성폭력범죄의처벌등에관한특례법(통신매체이용음란),5067,3956,78.1,4987,4144,298,545,-
"풍속범죄",성풍속범죄,성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),534,501,93.8,518,507,6,5,-
"풍속범죄",성풍속범죄,아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),1628,1438,88.3,1677,1546,35,96,2
"풍속범죄",성풍속범죄,풍속영업의규제에관한법률,66,65,98.5,86,67,19,-,-
"풍속범죄",성풍속범죄,성폭력범죄의처벌등에관한특례법(허위영상물편집반포등),259,150,57.9,229,147,15,67,-
"풍속범죄",성풍속범죄,성폭력범죄의처벌등에관한특례법(촬영물등이용협박강요등),546,415,76.0,514,420,32,62,-
"풍속범죄",도박범죄,소계,6391,6151,96.2,15006,12831,2013,162,1
"풍속범죄",도박범죄,도박,3269,3168,96.9,10744,9118,1540,86,-
"풍속범죄",도박범죄,도박(상습),36,33,91.7,117,95,22,-,-
"풍속범죄",도박범죄,도박개장,538,481,89.4,1725,1351,333,41,-
"풍속범죄",도박범죄,복표발매(중개·취득),3,3,100.0,4,4,-,-,1
"풍속범죄",도박범죄,기타도박범죄,2545,2466,96.9,2416,2263,118,35,-
"특별경제범죄",소계,소계,40708,34525,84.8,50953,36431,11642,2880,2454
"특별경제범죄",신용업무와경매에관한죄,소계,17151,16150,94.2,22483,17671,4135,677,15
"특별경제범죄",여신전문금융업법위반,소계,1880,1051,55.9,1339,886,328,125,39
"특별경제범죄",대부업의등록및금융이용자보호에관한법률,소계,672,523,77.8,1202,836,214,152,16
"특별경제범죄",유사수신행위의규제에관한법률,소계,489,379,77.5,1487,815,662,10,34
"특별경제범죄",전자금융거래법위반,소계,7024,6637,94.5,9113,6461,2586,66,12
"특별경제범죄",부정수표단속법,소계,646,325,50.3,376,299,65,12,9
"특별경제범죄",조세범처벌법,소계,1809,1544,85.4,2598,2213,371,14,849
"특별경제범죄",관세법,소계,3,1,33.3,6,-,-,6,-
"특별경제범죄",외국환거래법,소계,110,102,92.7,298,205,89,4,10
"특별경제범죄",지방세법,소계,33,24,72.7,38,33,5,-,19
"특별경제범죄",저작권법,소계,6216,3545,57.0,6601,3836,1095,1670,1004
"특별경제범죄",특허법,소계,80,57,71.2,118,98,18,2,29
"특별경제범죄",상표법,소계,2301,2158,93.8,2540,1230,1280,30,78
"특별경제범죄",실용신안법,소계,25,11,44.0,25,16,9,-,2
"특별경제범죄",디자인보호법,소계,160,126,78.8,193,133,59,1,26
"특별경제범죄",컴퓨터프로그램보호법,소계,-,-,-,-,-,-,-,-
"특별경제범죄",특가법(관세),소계,5,4,80.0,18,16,2,-,-
"특별경제범죄",특가법(국고손실),소계,3,2,66.7,25,5,3,17,-
"특별경제범죄",특가법(조세),소계,193,151,78.2,311,284,26,1,139
"특별경제범죄",특경법(무인가단기금융업),소계,-,-,-,-,-,-,-,-
"특별경제범죄",특경법(사금융알선등),소계,7,6,85.7,8,7,1,-,-
"특별경제범죄",특경법(재산국외도피),소계,2,2,100.0,2,1,1,-,-
"특별경제범죄",기타경제범죄,소계,1899,1727,90.9,2172,1386,693,93,173
"마약범죄",소계,소계,8088,7569,93.6,10607,7784,2722,101,16
"마약범죄",아편·몰핀에관한죄,소계,-,-,-,-,-,-,-,-
"마약범죄",마약류관리에관한법률(대마),소계,1408,1306,92.8,2044,1757,262,25,-
"마약범죄",마약류관리에관한법률(마약),소계,1306,1269,97.2,1424,708,706,10,7
"마약범죄",마약류관리에관한법률(향정),소계,5359,4983,93.0,7120,5301,1753,66,9
"마약범죄",마약류불법거래방지에관한특례법,소계,8,6,75.0,9,8,1,-,-
"마약범죄",특가법(마약),소계,-,-,-,-,-,-,-,-
"마약범죄",특가법(향정),소계,7,5,71.4,10,10,-,-,-
"보건범죄",소계,소계,16936,16229,95.8,39753,22561,16852,340,363
"보건범죄",음용수에관한죄,소계,27,23,85.2,25,18,5,2,-
"보건범죄",공중위생관리법,소계,1106,1081,97.7,1135,612,521,2,6
"보건범죄",식품위생법,소계,3898,3831,98.3,6423,2611,3780,32,68
"보건범죄",의료법,소계,2370,2181,92.0,4162,1745,2290,127,65
"보건범죄",약사법,소계,703,635,90.3,989,647,315,27,55
"보건범죄",감염병예방법,소계,7439,7122,95.7,25704,16026,9532,146,28
"보건범죄",보건범죄특조법(부정식품),소계,1,1,100.0,1,-,1,-,-
